debt_to_equity,current_ratio,altman_z_score,revenue,market_cap,on_time_delivery,order_volume,inflation_rate,currency_volatility,news_risk_score
2.9662346994528463,0.7762542887946237,2.9409861788296108,173434252.81461072,519963444.5369831,0.5718970015230291,6433.745912891692,1.640978148455758,0.6504924588397547,0.4658168752118924
1.8361667041282095,1.1797156915554654,1.2196975134445647,166367463.3540854,9887760699.998358,0.9098369546587641,8819.6216084853,1.3008655177916495,1.0448794909134755,0.19435101065679083
1.7525466537030856,2.4909181388186665,2.138475961347917,645078993.3155749,1276335196.3132558,0.890066786965715,781.3711486969147,2.360979588917944,2.5577026331858903,0.7749628699019026
0.9834038341112243,1.620178685517637,1.9440763069300178,162566895.2802182,2725002394.296429,0.502583167167775,8988.495823551331,1.693803800058566,2.89923871306331,0.5886896495926078
2.964966859767956,1.3968904363581085,3.120520603365554,964036249.4017248,5041686195.170306,0.7588208337026532,2648.961310950584,4.673124637012508,1.306383835594768,0.049370688936642426
1.9880257114592674,3.362455380213056,1.4875842850096541,506747801.2421577,3709972751.3760796,0.6604495535535504,6168.261625844347,0.7325051540525481,2.1264091105268492,0.9928386151738454
2.2205297052935418,1.957829863340606,2.4283133960624945,425130402.03947335,2942001511.887127,0.7445358675565281,8481.322771351606,4.799272903154634,2.9159555052700608,0.06027290903846316
1.5940111413372755,2.9847011469422746,1.8757714950001856,63218397.126311384,6828700136.521376,0.7317344533451489,5794.357332427141,3.145844872412904,1.5368526145349544,0.8655227511803447
1.3522166243184048,4.692662155974834,4.395104049249407,512791837.42107016,5793722545.309771,0.6510825366725461,378.84362002759536,4.838739752508526,1.0647992412558223,0.8007772045304515
1.2102548492070349,1.0408692429405355,3.186468793066288,415114603.78928584,7451276818.153403,0.5435824573767003,8156.43336709104,3.981399757196685,1.2685406527982865,0.2532172337105557
2.7845566649500646,2.800472296558258,2.993176158727343,739302118.1106305,3087980126.86458,0.9728584236013226,2602.5021914310296,4.004350663465706,2.22007027852356,0.5086085749906378
2.461499713812471,0.9760488149967677,3.928536437343439,266557055.5670089,5694151625.858837,0.7978358354861416,4971.811756479588,2.3515005183504027,2.6462461808170246,0.8348488617405461
0.8613687691591048,0.7283089401345755,4.378685541644661,572300609.1151348,8428800679.3229,0.8989944138130581,1421.7787541050552,4.386117332727455,2.1265249030344604,0.7034127746483086
1.7251992150350164,4.144375716277509,1.8487729892948672,83167766.3059604,6327546787.607333,0.9141311543765068,8267.342311868855,1.9812147607399158,1.1010855470034127,0.7679876848176401
1.2082308872496315,3.155850429441792,3.5442750858915693,37471948.54907166,7667473887.678512,0.8562344198517496,9314.505325018034,0.6013386750701921,2.150141578279593,0.6350890430186069
0.6213059406696895,1.46389623066451,3.2434268764066654,376720082.5979652,8245855988.123989,0.8275548485176772,6335.939913503524,1.2015230385690723,0.5360007236040061,0.7953246722717927
0.684202488712498,2.816351244672109,2.335133310390268,206771810.26758307,5725697807.302582,0.6969265551317354,3689.419812562511,0.8096696608535179,1.1005938294989341,0.7354351370011643
2.497517644547537,1.1940701206790834,2.1312744807316406,52745153.56679461,4868302748.687378,0.7010358026834491,3498.498331229759,2.7845952366973705,0.82185946082985,0.7748207901078648
2.365129728282831,4.610991961921531,2.802440352571465,865650291.8927816,3713650465.714422,0.9281307551318058,2405.2577652946215,1.6571801187056892,2.5961210523245164,0.9264863447775649
2.7935253324226093,3.0241163973715204,2.075472665621698,372083750.79801494,6138300302.396031,0.7017241196121176,1923.5804516572184,4.390802676886456,2.325788326207503,0.8527205879684513
